x_index,fraction_index,leaf_path,subdivision_depth,x0_lo,x0_hi,fraction_lo,fraction_hi,admissible,forbidden,resolved,completed_returns,requested_returns,status,event_type,event_index,positive_return_index,tau_lo,tau_hi,clock_lo,clock_hi,x_lo,x_hi,xdot_lo,xdot_hi,ydot_lo,ydot_hi,transversality_lo,transversality_hi,R_lo,R_hi,h_lo,h_hi,event_energy_residual_lo,event_energy_residual_hi,speed_squared_lo,speed_squared_hi,energy_graph_residual_lo,energy_graph_residual_hi,event_scan_nodes,solver_step_retries,message
36,0,r,0,0.79048671905796042,0.7904867190579612,-0.90000000000000013,-0.89999999999999991,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,35.65877440075063,35.658774401477352,35.65877440075063,35.658774401477352,-2.0709934421797191e-07,-2.0709934405817906e-07,91018432.867222354,91018432.965301394,-432468216.24796379,-432468215.85127395,-0.00022097106371293771,-0.00022097106364591084,0.00099999999984839408,0.001000000000151606,-2.3915367938607162,-2.3915367938607122,-1.1497180044908527e-14,1.1442804414262862e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9862254769800757e-19,8.9859607791840587e-19,42792,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,1,r,0,0.79048671905796042,0.7904867190579612,-0.84375000000000022,-0.84374999999999978,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,35.719659339432994,35.719659340220787,35.719659339432994,35.719659340220787,-2.0719778762454891e-07,-2.0719778745308305e-07,91061919.445249811,91061919.550941125,-432459061.67830777,-432459061.24661744,-0.00022097106369761173,-0.00022097106362463004,0.00099999999983491961,0.0010000000001650804,-2.3915367938607162,-2.3915367938607122,-1.1580446856839291e-14,1.1248515407664972e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9867548725721096e-19,8.9867548725721096e-19,42864,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,2,r,0,0.79048671905796042,0.7904867190579612,-0.78750000000000031,-0.78749999999999987,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,35.779782062242433,35.779782063087751,35.779782062242433,35.779782063087751,-2.0729937651556452e-07,-2.0729937633374379e-07,91106798.975827724,91106799.088407755,-432449609.08144492,-432449608.61687952,-0.00022097106368359565,-0.00022097106360501002,0.00099999999982223944,0.0010000000001777606,-2.3915367938607162,-2.3915367938607122,-1.1386157906905281e-14,1.1484437822464294e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9864901747760927e-19,8.9864901747760927e-19,42936,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,3,r,0,0.79048671905796042,0.7904867190579612,-0.73125000000000018,-0.73124999999999973,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,35.841035500229253,35.841035501136005,35.841035500229253,35.841035501136005,-2.0740415134755208e-07,-2.0740415115502846e-07,91153088.517040625,91153088.636816889,-432439854.41051769,-432439853.91095424,-0.00022097106367075309,-0.00022097106358619589,0.00099999999980872768,0.0010000000001912724,-2.3915367938607162,-2.3915367938607122,-1.1511058078189219e-14,1.1498315637353178e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9864901747760927e-19,8.9864901747760927e-19,43011,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,4,r,0,0.79048671905796042,0.7904867190579612,-0.67500000000000027,-0.67499999999999982,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,35.904648440319235,35.904648441298846,35.904648440319235,35.904648441298846,-2.0751178628421328e-07,-2.0751178607177829e-07,91200643.740090638,91200643.871606082,-432429827.63381475,-432429827.09190041,-0.00022097106365929738,-0.00022097106356762928,0.0009999999997926379,0.0010000000002073621,-2.3915367938607162,-2.3915367938607122,-1.1566569319352568e-14,1.1581582402986907e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9864901747760927e-19,8.9862254769800757e-19,43086,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,5,r,0,0.79048671905796042,0.7904867190579612,-0.61875000000000024,-0.6187499999999998,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,35.971678608333036,35.971678609394438,35.971678608333036,35.971678609394438,-2.076217561447174e-07,-2.076217559172957e-07,91249232.447609305,91249232.589038745,-432419577.31240267,-432419576.72374207,-0.00022097106364905763,-0.00022097106354942466,0.00099999999977461521,0.0010000000002253848,-2.3915367938607162,-2.3915367938607122,-1.1622080566902361e-14,1.1442804572772204e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9862254769800757e-19,8.9862254769800757e-19,43167,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,6,r,0,0.79048671905796042,0.7904867190579612,-0.56250000000000022,-0.56249999999999978,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,36.043219677235797,36.043219678398017,36.043219677235797,36.043219678398017,-2.0773333791522156e-07,-2.0773333766865109e-07,91298535.134228736,91298535.288176104,-432409170.54502887,-432409169.89869916,-0.00022097106364059755,-0.00022097106353114934,0.00099999999975240641,0.0010000000002475934,-2.3915367938607162,-2.3915367938607122,-1.16775918297391e-14,1.165097145595453e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9864901747760927e-19,8.9859607791840587e-19,43254,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,7,r,0,0.79048671905796042,0.7904867190579612,-0.5062500000000002,-0.50624999999999976,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,36.120545076192933,36.120545077473345,36.120545076192933,36.120545077473345,-2.0784554180845983e-07,-2.0784554153905171e-07,91348114.50868015,91348114.67748113,-432398699.4577058,-432398698.74365729,-0.0002209710636339921,-0.00022097106351302392,0.00099999999972634002,0.00100000000027366,-2.3915367938607162,-2.3915367938607122,-1.1538814076991309e-14,1.1859138356274454e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9862254769800757e-19,8.9862254769800757e-19,43347,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,8,r,0,0.79048671905796042,0.7904867190579612,-0.45000000000000018,-0.4499999999999999,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,36.205263036131221,36.205263037564833,36.205263036131221,36.205263037564833,-2.0795697180334496e-07,-2.0795697150497025e-07,91397353.859681487,91397354.047453642,-432388294.31500161,-432388293.51322681,-0.00022097106363033815,-0.00022097106349443639,0.00099999999969254934,0.0010000000003074507,-2.3915367938607162,-2.3915367938607122,-1.1705347684789558e-14,1.1775871745649553e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9859607791840587e-19,8.9859607791840587e-19,43449,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,9,r,0,0.79048671905796042,0.7904867190579612,-0.39375000000000027,-0.39374999999999982,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,36.299537764764878,36.299537766373305,36.299537764764878,36.299537766373305,-2.0806557183666607e-07,-2.0806557150562129e-07,91445344.923584804,91445345.132852793,-432378147.32750773,-432378146.42545962,-0.00022097106362937543,-0.00022097106347639643,0.00099999999965390816,0.0010000000003460919,-2.3915367938607162,-2.3915367938607122,-1.1733103431153711e-14,1.1859138610878496e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9859607791840587e-19,8.9859607791840587e-19,43560,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,10,r,0,0.79048671905796042,0.7904867190579612,-0.33750000000000019,-0.33749999999999986,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,36.406458910572901,36.406458912433912,36.406458910572901,36.406458912433912,-2.0816814936751915e-07,-2.0816814898668192e-07,91490677.384920254,91490677.626367018,-432368557.37425172,-432368556.32731819,-0.00022097106363438705,-0.00022097106345677698,0.00099999999959817475,0.0010000000004018253,-2.3915367938607162,-2.3915367938607122,-1.1788614817759447e-14,1.1914649972604795e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9859607791840587e-19,8.9859607791840587e-19,43689,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,11,r,0,0.79048671905796042,0.7904867190579612,-0.28125000000000022,-0.28124999999999978,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,36.530732048891373,36.530732051192416,36.530732048891373,36.530732051192416,-2.0825941563483688e-07,-2.0825941515914784e-07,91531014.863620415,91531015.164708257,-432360019.97907835,-432360018.67886436,-0.00022097106365167148,-0.00022097106343113581,0.00099999999950104389,0.0010000000004989561,-2.3915367938607162,-2.3915367938607122,-1.1788615213400561e-14,1.1456683356355516e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9862254769800757e-19,8.9859607791840587e-19,43839,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,12,r,0,0.79048671905796042,0.7904867190579612,-0.22500000000000014,-0.22499999999999981,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,36.680124649375543,36.680124652280057,36.680124649375543,36.680124652280057,-2.0832985036675142e-07,-2.0832984979402599e-07,91562151.568742231,91562151.937002212,-432353427.30346942,-432353425.65897995,-0.00022097106368165084,-0.00022097106340223716,0.00099999999936781908,0.001000000000632181,-2.3915367938607162,-2.3915367938607122,-1.1913515835652324e-14,1.1692606282910354e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9859607791840587e-19,8.9859607791840587e-19,44019,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,13,r,0,0.79048671905796042,0.7904867190579612,-0.16875000000000023,-0.16874999999999984,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,36.868970991212436,36.86897099514205,36.868970991212436,36.86897099514205,-2.0836024507035345e-07,-2.0836024431360514e-07,91575601.323083997,91575601.813944682,-432350579.02808118,-432350576.796372,-0.00022097106373998728,-0.00022097106336046074,0.00099999999914128978,0.0010000000008587105,-2.3915367938607162,-2.3915367938607122,-1.1969027878903583e-14,1.1720362778749489e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9862254769800757e-19,8.9862254769800757e-19,44244,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,14,r,0,0.79048671905796042,0.7904867190579612,-0.11250000000000016,-0.11249999999999977,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,37.128746110937868,37.128746116951156,37.128746110937868,37.128746116951156,-2.0830453462687584e-07,-2.0830453348570546e-07,91551012.027244344,91551012.771768808,-432355787.09387809,-432355783.66783428,-0.00022097106386442732,-0.00022097106328146984,0.00099999999868097917,0.0010000000013190211,-2.3915367938607162,-2.3915367938607122,-1.2274341013220337e-14,1.1956287051438636e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9862254769800757e-19,8.9859607791840587e-19,44556,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,15,r,0,0.79048671905796042,0.7904867190579612,-0.056250000000000133,-0.0562499999999998,1,0,1,0,1,validated_inner_limit_inward,validated_inner_limit_inward,0,-1,37.555431578328324,37.555431590870036,37.555431578328324,37.555431590870036,-2.0801216231553701e-07,-2.0801215996279389e-07,91421862.082844108,91421863.62472035,-432383116.13195944,-432383108.96246731,-0.00022097106423992123,-0.00022097106301956091,0.00099999999723870492,0.0010000000027612951,-2.3915367938607162,-2.3915367938607122,-1.2995991651603498e-14,1.2969371427275481e-14,2.5000412471032185e-07,2.5000412471211883e-07,-8.9862254769800757e-19,8.9859607791840587e-19,45069,0,validated_inner_limit_inward: first event is the inner study limit; this is not a collision proof
36,16,r,0,0.79048671905796042,0.7904867190579612,-1.1102230246251565e-16,1.1102230246251565e-16,1,0,1,1,1,validated_requested_returns,validated_negative_half_crossing,0,0,2.8823222062385927,2.882322226843046,2.8823222062385927,2.882322226843046,0.79058610064076529,0.79058610065102686,-0.00011009928378366813,-0.00011009925253248398,-0.00044557245800990944,-0.00044557242185397806,-0.00044557245800990944,-0.00044557242185397806,0.88914908797162095,0.88914908797739134,-2.3915367938607162,-2.3915367938607122,-5.0114801197764791e-11,5.0115245286974641e-11,2.5000412471032185e-07,2.5000412471211883e-07,-8.9862254769800757e-19,8.9854313835920248e-19,5418,0,validated_negative_half_crossing: all requested positive returns were rigorously enclosed
36,16,r,0,0.79048671905796042,0.7904867190579612,-1.1102230246251565e-16,1.1102230246251565e-16,1,0,1,1,1,validated_requested_returns,validated_positive_return,1,0,4.513317854857954,4.5133180308736307,4.513317854857954,4.5133180308736307,0.79007880916239737,0.79007880941588338,-0.0014062665324145478,-0.0014062658628035663,0.00082061742567364265,0.00082061825074244846,0.00082061742567364265,0.00082061825074244846,0.88886377424349872,0.88886377438608855,-2.3915367938607162,-2.3915367938607122,-1.2097416401957162e-09,1.2097416401957162e-09,2.5000412471032185e-07,2.5000412471211883e-07,-8.9862254769800757e-19,8.9854313835920248e-19,5418,0,validated_positive_return: all requested positive returns were rigorously enclosed
36,17,r,0,0.79048671905796042,0.7904867190579612,0.0562499999999998,0.056250000000000133,1,0,1,0,1,validated_outer_limit_outward,validated_negative_half_crossing,0,0,2.441741369829622,2.4417413765373461,2.441741369829622,2.4417413765373461,0.79080175692596477,0.79080175693241095,0.00057335625208690042,0.0005733562684023905,-0.00072881526442474269,-0.00072881524235792622,-0.00072881526442474269,-0.00072881524235792622,0.889270350864103,0.88927035086772732,-2.3915367938607162,-2.3915367938607122,-3.1250779741753831e-11,3.1251223830963681e-11,2.5000412471032185e-07,2.5000412471211883e-07,-8.9862254769800757e-19,8.9859607791840587e-19,8565,0,validated_negative_half_crossing: trajectory box reached the outer study limit; this is not an escape proof
