velocity_row,x_index,x0,velocity_parameter,velocity_mode,requested_iterates,completed_iterates,status,last_return_tau,max_return_tau,terminal_tau,elapsed_seconds,terminal_R,terminal_rho,terminal_theta,terminal_v,terminal_w,message
0,133,0.78677487090160692,-0.96999999999999997,fraction,250,0,collision,nan,0,33.2890710987405,0.086733555000000004,0.0010000000000000018,1.0000000000000036e-06,1.7906515422007265,-0.44194212485372902,0.00052086797066439234,trajectory reached the configured collision radius
0,134,0.78679757264257111,-0.96999999999999997,fraction,250,0,collision,nan,0,33.293150856287724,0.081806961999999997,0.001,9.9999999999999995e-07,1.7905803656644215,-0.44194212487377449,0.00052085096245306419,trajectory reached the configured collision radius
0,135,0.7868202743835353,-0.96999999999999997,fraction,250,0,collision,nan,0,33.297258452864746,0.078909462,0.001,9.9999999999999995e-07,1.790509079314909,-0.44194212489381041,0.00052083396169145353,trajectory reached the configured collision radius
0,136,0.7868429761244996,-0.96999999999999997,fraction,250,0,collision,nan,0,33.30139429634432,0.083904970999999995,0.0010000000000000005,1.000000000000001e-06,1.7904376848253156,-0.4419421249138365,0.00052081696898208729,trajectory reached the configured collision radius
0,137,0.7868656778654638,-0.96999999999999997,fraction,250,0,collision,nan,0,33.30555880407195,0.076922819000000003,0.0010000000000000044,1.0000000000000086e-06,1.7903661839242839,-0.4419421249338511,0.00052079998494209453,trajectory reached the configured collision radius
0,138,0.78688837960642799,-0.96999999999999997,fraction,250,0,collision,nan,0,33.309752403174507,0.079775122000000004,0.0010000000000000078,1.0000000000000156e-06,1.7902945783979847,-0.44194212495385427,0.00052078301020365739,trajectory reached the configured collision radius
0,139,0.78691108134739218,-0.96999999999999997,fraction,250,0,collision,nan,0,33.313975530881521,0.080421795000000004,0.0010000000000000015,1.0000000000000031e-06,1.7902228700920435,-0.44194212497384527,0.00052076604541450916,trajectory reached the configured collision radius
0,140,0.78693378308835638,-0.96999999999999997,fraction,250,0,collision,nan,0,33.318228634860688,0.084943529000000004,0.0010000000000000002,1.0000000000000004e-06,1.7901510609136899,-0.44194212499382274,0.00052074909123838852,trajectory reached the configured collision radius
0,141,0.78695648482932068,-0.96999999999999997,fraction,250,0,collision,nan,0,33.322512173567794,0.075879123000000007,0.001,9.9999999999999995e-07,1.7900791528339743,-0.44194212501378666,0.00052073214835556816,trajectory reached the configured collision radius
0,142,0.78697918657028487,-0.96999999999999997,fraction,250,0,collision,nan,0,33.326826616612117,0.072940230999999994,0.001,9.9999999999999995e-07,1.790007147890017,-0.44194212503373598,0.00052071521746337222,trajectory reached the configured collision radius
0,143,0.78700188831124906,-0.96999999999999997,fraction,250,0,collision,nan,0,33.331172445137881,0.076154864000000003,0.0010000000000000009,1.0000000000000019e-06,1.789935048187457,-0.44194212505366931,0.00052069829927670834,trajectory reached the configured collision radius
0,144,0.78702459005221326,-0.96999999999999997,fraction,250,0,collision,nan,0,33.335550152221899,0.074726855999999994,0.0010000000000000041,1.0000000000000082e-06,1.7898628559029122,-0.44194212507358654,0.00052068139452869254,trajectory reached the configured collision radius
0,145,0.78704729179317745,-0.96999999999999997,fraction,250,0,collision,nan,0,33.339960243291245,0.090486336000000001,0.0010000000000000109,1.0000000000000218e-06,1.7897905732866488,-0.4419421250934859,0.00052066450397119659,trajectory reached the configured collision radius
0,146,0.78706999353414175,-0.96999999999999997,fraction,250,0,collision,nan,0,33.34440323655825,0.085487397000000007,0.0010000000000000039,1.0000000000000078e-06,1.7897182026652607,-0.44194212511336717,0.00052064762837546901,trajectory reached the configured collision radius
0,147,0.78709269527510595,-0.96999999999999997,fraction,250,0,collision,nan,0,33.348879663475131,0.082555052000000004,0.0010000000000000011,1.0000000000000023e-06,1.7896457464445932,-0.44194212513322917,0.00052063076853284913,trajectory reached the configured collision radius
0,148,0.78711539701607014,-0.96999999999999997,fraction,250,0,collision,nan,0,33.353390069212217,0.076506925000000003,0.0010000000000000002,1.0000000000000004e-06,1.7895732071127113,-0.44194212515307119,0.00052061392525537477,trajectory reached the configured collision radius
0,149,0.78713809875703433,-0.96999999999999997,fraction,250,0,collision,nan,0,33.357935013156286,0.079514985999999996,0.001,9.9999999999999995e-07,1.7895005872430723,-0.441942125172892,0.000520597099376527,trajectory reached the configured collision radius
0,150,0.78716080049799864,-0.96999999999999997,fraction,250,0,collision,nan,0,33.362515069433954,0.081682049000000007,0.001,9.9999999999999995e-07,1.789427889497782,-0.44194212519269038,0.00052058029175193867,trajectory reached the configured collision radius
0,151,0.78718350223896283,-0.96999999999999997,fraction,250,0,collision,nan,0,33.367130827459725,0.072814455,0.001,9.9999999999999995e-07,1.7893551166310731,-0.44194212521246617,0.00052056350326022617,trajectory reached the configured collision radius
1,133,0.78677487090160692,-0.95383333333333331,fraction,250,0,collision,nan,0,33.3025210530392,0.080711753999999997,0.001,9.9999999999999995e-07,1.7891927756293748,-0.44194212532368893,0.00052046906987387358,trajectory reached the configured collision radius
1,134,0.78679757264257111,-0.95383333333333331,fraction,250,0,collision,nan,0,33.306594025091435,0.082103107999999994,0.0010000000000000002,1.0000000000000004e-06,1.7891259894152112,-0.44194212534118182,0.00052045421614336899,trajectory reached the configured collision radius
1,135,0.7868202743835353,-0.95383333333333331,fraction,250,0,collision,nan,0,33.310694731352889,0.083031835999999998,0.0010000000000000033,1.0000000000000065e-06,1.7890591750681109,-0.44194212535864746,0.00052043938504280822,trajectory reached the configured collision radius
1,136,0.7868429761244996,-0.95383333333333331,fraction,250,0,collision,nan,0,33.314823575903041,0.069146072000000003,0.0010000000000000087,1.0000000000000173e-06,1.788992334924828,-0.44194212537608529,0.00052042457727209939,trajectory reached the configured collision radius
1,137,0.7868656778654638,-0.95383333333333331,fraction,250,0,collision,nan,0,33.318980972153327,0.076084428999999995,0.0010000000000000015,1.0000000000000031e-06,1.7889254713891607,-0.44194212539349403,0.00052040979354731249,trajectory reached the configured collision radius
1,138,0.78688837960642799,-0.95383333333333331,fraction,250,0,collision,nan,0,33.323167343148981,0.085980899999999999,0.001,9.9999999999999995e-07,1.788858586934349,-0.4419421254108733,0.00052039503460123496,trajectory reached the configured collision radius
1,139,0.78691108134739218,-0.95383333333333331,fraction,250,0,collision,nan,0,33.327383121884267,0.077213116999999998,0.001,9.9999999999999995e-07,1.7887916841055107,-0.44194212542822187,0.00052038030118386894,trajectory reached the configured collision radius
1,140,0.78693378308835638,-0.95383333333333331,fraction,250,0,collision,nan,0,33.331628751630724,0.079572262000000005,0.0010000000000000002,1.0000000000000004e-06,1.788724765521952,-0.44194212544553901,0.00052036559406296013,trajectory reached the configured collision radius
1,141,0.78695648482932068,-0.95383333333333331,fraction,250,0,collision,nan,0,33.335904686280237,0.080559275999999999,0.001000000000000002,1.000000000000004e-06,1.788657833879929,-0.44194212546282402,0.00052035091402456463,trajectory reached the configured collision radius
1,142,0.78697918657028487,-0.95383333333333331,fraction,250,0,collision,nan,0,33.340211390702045,0.079247769999999995,0.001000000000000008,1.000000000000016e-06,1.7885908919552371,-0.44194212548007539,0.00052033626187365106,trajectory reached the configured collision radius
1,143,0.78700188831124906,-0.95383333333333331,fraction,250,0,collision,nan,0,33.344549341116569,0.078609086999999994,0.0010000000000000052,1.0000000000000105e-06,1.7885239426060735,-0.44194212549729212,0.00052032163843466291,trajectory reached the configured collision radius
1,144,0.78702459005221326,-0.95383333333333331,fraction,250,0,collision,nan,0,33.348919025484776,0.070201915000000004,0.0010000000000000013,1.0000000000000027e-06,1.7884569887760169,-0.44194212551447432,0.00052030704455223204,trajectory reached the configured collision radius
1,145,0.78704729179317745,-0.95383333333333331,fraction,250,0,collision,nan,0,33.353320943916039,0.072937478,0.0010000000000000002,1.0000000000000004e-06,1.7883900334971132,-0.44194212553162016,0.00052029248109177004,trajectory reached the configured collision radius
1,146,0.78706999353414175,-0.95383333333333331,fraction,250,0,collision,nan,0,33.357755609094042,0.080303402999999995,0.001,9.9999999999999995e-07,1.7883230798930192,-0.4419421255487283,0.00052027794894018466,trajectory reached the configured collision radius
1,147,0.78709269527510595,-0.95383333333333331,fraction,250,0,collision,nan,0,33.362223546721694,0.073898480000000002,0.001,9.9999999999999995e-07,1.788256131182516,-0.44194212556579793,0.00052026344900662428,trajectory reached the configured collision radius
1,148,0.78711539701607014,-0.95383333333333331,fraction,250,0,collision,nan,0,33.366725295988125,0.081805861999999993,0.0010000000000000002,1.0000000000000004e-06,1.7881891906829483,-0.44194212558282864,0.00052024898222319857,trajectory reached the configured collision radius
1,149,0.78713809875703433,-0.95383333333333331,fraction,250,0,collision,nan,0,33.371261410056,0.079712059000000002,0.0010000000000000007,1.0000000000000014e-06,1.7881222618139461,-0.44194212559981816,0.00052023454954576735,trajectory reached the configured collision radius
1,150,0.78716080049799864,-0.95383333333333331,fraction,250,0,collision,nan,0,33.375832456572809,0.075507221999999999,0.0010000000000000024,1.0000000000000048e-06,1.7880553481013379,-0.44194212561676599,0.00052022015195482053,trajectory reached the configured collision radius
1,151,0.78718350223896283,-0.95383333333333331,fraction,250,0,collision,nan,0,33.380439018206935,0.073085658999999997,0.0010000000000000054,1.000000000000011e-06,1.7879884531811814,-0.44194212563367108,0.00052020579045624954,trajectory reached the configured collision radius
2,133,0.78677487090160692,-0.93766666666666665,fraction,250,0,collision,nan,0,33.314735227511932,0.085984451000000003,0.0010000000000000074,1.0000000000000148e-06,1.7879407523255133,-0.44194212571848707,0.00052013372996389932,trajectory reached the configured collision radius
2,134,0.78679757264257111,-0.93766666666666665,fraction,250,0,collision,nan,0,33.318802083336259,0.072637850000000004,0.0010000000000000009,1.0000000000000019e-06,1.7878781493636058,-0.44194212573375402,0.00052012075778348147,trajectory reached the configured collision radius
2,135,0.7868202743835353,-0.93766666666666665,fraction,250,0,collision,nan,0,33.322896571757234,0.072913408999999998,0.001,9.9999999999999995e-07,1.7878155854159488,-0.44194212574897979,0.000520107820458638,trajectory reached the configured collision radius
