velocity_row,x_index,return_index,x0,initial_xdot,initial_ydot,velocity_parameter,velocity_mode,h,hcrit,delta,side,segment_return_tau,cumulative_tau,R,theta,v,w,x,y,xdot,ydot,section_residual,energy_error
107,110,0,0.78919430527490042,0.0035679750640121629,0.003052780673777324,0.75983333333333336,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,2.8319588915033265,2.8319588915033265,0.88855568810105956,5.9292306307801024e-21,-0.002544411531779357,0.5541953879622411,0.78953121085674749,4.681312639368731e-21,-0.0036268817914007776,0.00043579580624641956,5.9292306307801024e-21,-4.5116179647985108e-16
107,111,0,0.78920148419573022,0.0035508445249737247,0.0030381236827474803,0.75983333333333336,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,2.8939985153961754,2.8939985153961754,0.88850614137269535,0,-0.0027142675219686335,0.55418284206130852,0.78944316325699604,0,-0.0038696469894512072,0.00063811982621153618,0,0
107,112,0,0.78920866311656002,0.0035337224633291181,0.003023473945026191,0.75983333333333336,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,2.9450832665659781,2.9450832665659781,0.88846828540742551,0,-0.0028410617579141075,0.55417888887577671,0.78937589417481047,0,-0.0040509313611580841,0.00080074819668385366,0,0
107,113,0,0.78921584203738981,0.003516609000492939,0.003008831564496506,0.75983333333333336,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,2.9910165128694817,2.9910165128694817,0.88843656819210526,4.2351647362715017e-22,-0.002944965664387371,0.55418001053121713,0.78931953570096525,3.3428982632509226e-22,-0.0041995326107640762,0.00094333717485939328,4.2351647362715017e-22,-4.5152486372483149e-16
108,95,0,0.78908662146245334,0.0039072759599720723,0.003175834439135375,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,2.7423082931128091,2.7423082931128091,0.88856875473879982,1.5881867761018131e-22,-0.0025024222423644751,0.55416559479235461,0.7895544318980614,1.2539599077530808e-22,-0.0035668716177797493,0.00033525903883191432,1.5881867761018131e-22,-9.0224398244891605e-16
108,96,0,0.78909380038328314,0.0038896645010739845,0.0031615198429141332,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,2.8001536528086861,2.8001536528086861,0.8885200184902492,2.1175823681357508e-22,-0.0026722800639703585,0.55415014177408606,0.78946782325791276,1.6717631427414673e-22,-0.0038096082696566806,0.00052982376917554141,2.1175823681357508e-22,-4.5127047865168865e-16
108,97,0,0.78910097930411294,0.0038720600901117576,0.0031472109752561312,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,2.8454410350851336,2.8454410350851336,0.88848438104013594,0,-0.0027939043810893982,0.55414374014053314,0.78940449535227353,0,-0.0039834754583411448,0.00067908953493389657,0,-4.5137909333699514e-16
108,98,0,0.78910815822494274,0.0038544628213577773,0.0031329079127859773,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,2.8851947748617142,2.8851947748617142,0.88845496082045061,1.0587911840678754e-22,-0.00289243952725098,0.55414202671602786,0.78935221740646844,8.3575916891439774e-23,-0.0041243739761258535,0.00080741515718529833,1.0587911840678754e-22,0
108,99,0,0.78911533714577253,0.0038368727907744731,0.0031186107335019471,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,2.9218044071925751,2.9218044071925751,0.88842942265821456,1.5881867761018131e-22,-0.0029764167996166168,0.55414352639071707,0.78930683904480847,1.253566684057687e-22,-0.0042444844652283487,0.0009230741767588535,1.5881867761018131e-22,-4.5154665353283371e-16
108,100,0,0.78912251606660233,0.0038192900960514402,0.0031043195168061568,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,2.9564367160970191,2.9564367160970191,0.88840664128541325,-4.2351647362715017e-22,-0.0030499419156208001,0.55414754153436252,0.78926636028002894,-3.3426730565833368e-22,-0.0043496686973686378,0.001030072183403008,-4.2351647362715017e-22,-4.5161613193377579e-16
108,101,0,0.78912969498743213,0.0038017148366435243,0.0030900343435355197,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,2.9897731559271792,2.9897731559271792,0.88838597722430412,1.0587911840678754e-22,-0.0031153415055878222,0.55415369121178915,0.78922964452878186,8.3562938983209736e-23,-0.0044432482331690443,0.0011307076074104083,1.0587911840678754e-22,-4.5167916376641405e-16
108,102,0,0.78913687390826204,0.0037841471138096252,0.0030757552959932827,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.0222598799524021,3.0222598799524021,0.88836703067463296,0,-0.003174062951486627,0.55416175397795842,0.78919598118966428,0,-0.0045272892057583863,0.0012264412306226546,0,-4.5173696567294142e-16
108,103,0,0.78914405282909184,0.0037665870306538589,0.0030614824579824852,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.0542143828608612,3.0542143828608612,0.88834953658844751,8.3407757832604582e-17,-0.0032270580730446459,0.55417160081705297,0.78916489915690946,6.5822474798871322e-17,-0.0046031501409021019,0.0013182668241163986,8.3407757832604582e-17,-4.5179034408422373e-16
108,104,0,0.78915123174992163,0.0037490346921650575,0.0030472159148380654,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.0858781687898595,3.0858781687898595,0.88833331315404085,1.7898581210630104e-15,-0.0032749714594534304,0.55418316238917886,0.78913607525923524,1.4124416129265332e-15,-0.0046717508495901323,0.0014068933662922944,1.7898581210630104e-15,-9.0367970405213666e-16
108,105,0,0.78915841067075143,0.003731490205260056,0.0030329557534620405,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.1174456576749217,3.1174456576749217,0.8883182339683755,0,-0.0033182420976726932,0.55419641162004829,0.78910928480069353,0,-0.0047337175248077391,0.0014928438720033244,0,0
108,106,0,0.78916558959158123,0.0037139536788267308,0.0030187020623584923,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.1490814348214506,3.1490814348214506,0.88830421198582188,3.9946497308986431e-16,-0.003357161852734979,0.55421135402194821,0.78908437303175194,3.1521156783876124e-16,-0.0047894662306788771,0.0015765129140643541,3.9946497308986431e-16,-9.0385734785026819e-16
108,107,0,0.78917276851241103,0.0036964252237684445,0.003004454931669689,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.1809313221439348,3.1809313221439348,0.8882911898695427,1.5894149738753319e-17,-0.0033919104479350421,0.55422802231790358,0.78906123799984795,1.2541457469815654e-17,-0.0048392528369837033,0.0016582018281063871,1.5894149738753319e-17,0
108,108,0,0.78917994743324082,0.0036789049530496654,0.0029902144532131655,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.2131299991283506,3.2131299991283506,0.88827913410179138,0,-0.0034225766058467479,0.55424647369872759,0.78903982008062823,0,-0.0048832031926855741,0.0017381409668669745,0,-4.520052323922764e-16
108,109,0,0.78918712635407062,0.0036613929817427967,0.0029759807205197875,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.2458066462549984,3.2458066462549984,0.88826803147088962,0,-0.0034491703926632232,0.55426678886381797,0.78902009573316934,0,-0.0049213307378590376,0.0018165039350070966,0,-4.5203913164724472e-16
108,110,0,0.78919430527490042,0.0036438894270762515,0.0029617538288728251,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.2790894710796801,3.2790894710796801,0.88825788718681609,0,-0.0034716294824624983,0.55428907241965863,0.78900207414958645,0,-0.0049535454324789426,0.0018934165206365705,0,-4.5207010741018084e-16
108,111,0,0.78920148419573022,0.0036263944084838043,0.002947533875348067,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.3131096641006246,3.3131096641006246,0.88824872422503465,8.4703294725430034e-22,-0.0034898207789117223,0.55431345445288904,0.7889857960874016,6.682969642016922e-22,-0.0049796560542110209,0.0019689618408070819,8.4703294725430034e-22,-4.520980888156095e-16
108,112,0,0.78920866311656002,0.0036089080476552696,0.0029333209588550111,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.3480051735189518,3.3480051735189518,0.88824058370725478,0,-0.0035035380571863126,0.55434009325612454,0.78897133454460466,0,-0.0049993668111583053,0.0020431825189651809,0,-4.5212294962644251e-16
108,113,0,0.78921584203738981,0.0035914304685885335,0.0029191151801791562,0.77600000000000002,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.3839246187169336,3.3839246187169336,0.88823352627192076,0,-0.0035124957477221464,0.55436917931537177,0.78895879719345097,0,-0.0050122684428618907,0.002116080257898445,0,-9.0428900807642631e-16
109,95,0,0.78908662146245334,0.0039886775424714908,0.0030729759638431233,0.79216666666666669,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.1620985670467334,3.1620985670467334,0.88825763120166235,8.4703294725430034e-22,-0.0034970416854381127,0.55422275776056296,0.78900161938798841,6.6831036705862354e-22,-0.0049898095209271725,0.0017999329365762096,8.4703294725430034e-22,-9.0414177819542665e-16
109,96,0,0.78909380038328314,0.0039706991781796926,0.003059124986733633,0.79216666666666669,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.1879100422003788,3.1879100422003788,0.88824962323563961,-8.4703294725430034e-22,-0.0035150477151791358,0.55424050414843085,0.78898739317825572,-6.682983169902654e-22,-0.0050156373628720491,0.0018608700244078236,-8.4703294725430034e-22,-4.5209534337150931e-16
109,97,0,0.78910097930411294,0.0039527280086557523,0.0030452795526514885,0.79216666666666669,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.2141724331254196,3.2141724331254196,0.88824220435091772,0,-0.0035304812062933806,0.55425950733618401,0.7889742135901775,0,-0.0050377857101331818,0.0019209824489009319,0,-4.5211800011933267e-16
109,98,0,0.78910815822494274,0.0039347641301360646,0.003031439735739592,0.79216666666666669,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.2409525635168506,3.2409525635168506,0.88823538946419622,-8.4703294725430034e-22,-0.0035432615461830986,0.55427983897824828,0.7889621070966123,-6.6827689884600646e-22,-0.0050561388676348138,0.0019803059530921763,-8.4703294725430034e-22,-4.5213881346740587e-16
109,99,0,0.78911533714577253,0.0039168076405822743,0.0030176056114700213,0.79216666666666669,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.2683207318319356,3.2683207318319356,0.88822920070715627,-8.4703294725430034e-22,-0.0035532787499640422,0.55430158248439576,0.78895111298887366,-6.6826758647452617e-22,-0.0050705391336514005,0.0020388609501174049,-8.4703294725430034e-22,-4.5215771552109208e-16
109,100,0,0.78912251606660233,0.0038988586397191785,0.0030037772566732291,0.79216666666666669,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.296351960286561,3.296351960286561,0.88822366795243279,0,-0.0035603911287610361,0.55432483442666514,0.78894128431087363,0,-0.0050807834625072887,0.0020966521846480513,0,-4.5217461475571726e-16
109,101,0,0.78912969498743213,0.0038809172290735976,0.0029899547495679927,0.79216666666666669,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.3251273763987466,3.3251273763987466,0.88821882960692433,1.130788984584491e-19,-0.0035644218952074281,0.55434970633727487,0.78893268926829452,8.9211639460320647e-20,-0.0050866186087290301,0.0021536677619979905,1.130788984584491e-19,-9.0437878718443625e-16
109,102,0,0.78913687390826204,0.0038629835120139924,0.0029761381697919341,0.79216666666666669,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.3547357947613703,3.3547357947613703,0.88821473371376569,0,-0.00356515453529064,0.55437632697919226,0.78892541318621567,0,-0.0050877345086251195,0.0022098774771226459,0,-4.5220190503157286e-16
109,103,0,0.78914405282909184,0.0038450575937924807,0.0029623275984338921,0.79216666666666669,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.3852755813793043,3.3852755813793043,0.88821143942717506,1.5970721517185107e-16,-0.0035623266854558429,0.55440484520362487,0.78891956112929429,1.2599614610255852e-16,-0.0050837555264737931,0.0022652303203196666,1.5970721517185107e-16,-4.5221196815225775e-16
109,104,0,0.78915123174992163,0.0038271395815851631,0.0029485231180649881,0.79216666666666669,fraction,-2.3915358938607136,-2.3915368938607138,9.9999999999999995e-07,open,3.4168569056377174,3.4168569056377174,0.88820901895412918,9.7013224547876781e-17,-0.0035556221363925774,0.5544354335521271,0.78891526135145662,7.6535213398735763e-17,-0.0050742290248260765,0.002319650965899922,9.7013224547876781e-17,-4.5221936218438533e-16
