x_index,fraction_index,leaf_path,subdivision_depth,x0_lo,x0_hi,fraction_lo,fraction_hi,admissible,forbidden,resolved,completed_returns,requested_returns,status,event_type,event_index,positive_return_index,tau_lo,tau_hi,clock_lo,clock_hi,x_lo,x_hi,xdot_lo,xdot_hi,ydot_lo,ydot_hi,transversality_lo,transversality_hi,R_lo,R_hi,h_lo,h_hi,event_energy_residual_lo,event_energy_residual_hi,speed_squared_lo,speed_squared_hi,energy_graph_residual_lo,energy_graph_residual_hi,event_scan_nodes,solver_step_retries,message
53,0,r,0,0.79125348897841952,0.79125348897842052,-0.90000000000000013,-0.89999999999999991,1,0,1,0,1,validated_outer_limit_outward,validated_negative_half_crossing,0,0,1.8875950907072414,1.88759509105573,1.8875950907072414,1.88759509105573,0.79340075858577153,0.79340075858870018,0.0081939655547642216,0.0081939655624112557,-0.0047080340039713977,-0.0047080339943701907,-0.0047080340039713977,-0.0047080339943701907,0.8907304634881259,0.89073046348976981,-2.3915358938607163,-2.3915358938607123,-1.414846018121807e-11,1.4148238136613145e-11,7.2767780777115876e-06,7.276778077733453e-06,-1.0936042382000272e-17,1.0936042382000272e-17,5847,0,validated_negative_half_crossing: trajectory box reached the outer study limit; this is not an escape proof
53,0,r,0,0.79125348897841952,0.79125348897842052,-0.90000000000000013,-0.89999999999999991,1,0,1,0,1,validated_outer_limit_outward,validated_outer_limit_outward,1,-1,4.867351889037721,4.8673518900218289,4.867351889037721,4.8673518900218289,3.4701128871690381,3.4701132495000824,2.2867225847047483,2.2867248608566708,-5.1516435597827464,-5.151641759102934,66.19973817614445,66.199751779107842,2.2360679354665951,2.2360680195329863,-2.3915358938607163,-2.3915358938607123,-0.0013240549192801154,0.0013240548631188176,7.2767780777115876e-06,7.276778077733453e-06,-1.0936042382000272e-17,1.0936042382000272e-17,5847,0,validated_outer_limit_outward: trajectory box reached the outer study limit; this is not an escape proof
53,1,r,0,0.79125348897841952,0.79125348897842052,-0.84375000000000022,-0.84374999999999978,1,0,1,0,1,validated_outer_limit_outward,validated_negative_half_crossing,0,0,1.7790307245112877,1.7790307247932053,1.7790307245112877,1.7790307247932053,0.79373686964674817,0.79373686964932477,0.0092388423668727446,0.0092388423735980871,-0.0050739815151795275,-0.005073981506762938,-0.0050739815151795275,-0.005073981506762938,0.89091911509785682,0.89091911509930277,-2.3915358938607163,-2.3915358938607123,-1.2450040998146505e-11,1.2449152819726805e-11,7.2767780777115876e-06,7.276778077733453e-06,-1.0936889414947526e-17,1.093773644789478e-17,5622,0,validated_negative_half_crossing: trajectory box reached the outer study limit; this is not an escape proof
53,1,r,0,0.79125348897841952,0.79125348897842052,-0.84375000000000022,-0.84374999999999978,1,0,1,0,1,validated_outer_limit_outward,validated_outer_limit_outward,1,-1,4.6816216909268462,4.6816216917048692,4.6816216909268462,4.6816216917048692,3.4697264305353213,3.4697267171294142,2.286233132147705,2.2862349207847821,-5.1510938965629807,-5.1510924787734851,66.193134823093388,66.193145479767054,2.236067944701936,2.236068010297644,-2.3915358938607163,-2.3915358938607123,-0.0010367967907427555,0.0010367967590241278,7.2767780777115876e-06,7.276778077733453e-06,-1.0936889414947526e-17,1.093773644789478e-17,5622,0,validated_outer_limit_outward: trajectory box reached the outer study limit; this is not an escape proof
53,2,r,0,0.79125348897841952,0.79125348897842052,-0.78750000000000031,-0.78749999999999987,1,0,1,0,1,validated_outer_limit_outward,validated_negative_half_crossing,0,0,1.7019992246182682,1.7019992248609521,1.7019992246182682,1.7019992248609521,0.79399329015098996,0.79399329015335307,0.010041559590278715,0.010041559596421874,-0.005340467552603102,-0.0053404675449088912,-0.005340467552603102,-0.0053404675449088912,0.89106301132467058,0.89106301132599652,-2.3915358938607163,-2.3915358938607123,-1.141797767445496e-11,1.141797767445496e-11,7.2767780777115876e-06,7.276778077733453e-06,-1.0936465898473899e-17,1.0936889414947526e-17,5463,0,validated_negative_half_crossing: trajectory box reached the outer study limit; this is not an escape proof
53,2,r,0,0.79125348897841952,0.79125348897842052,-0.78750000000000031,-0.78749999999999987,1,0,1,0,1,validated_outer_limit_outward,validated_outer_limit_outward,1,-1,4.5510693052653153,4.5510693059280989,4.5510693052653153,4.5510693059280989,3.4694112787070259,3.4694115336492501,2.2858123966322776,2.2858139506171491,-5.1506552800339609,-5.1506540394425206,66.187647966185565,66.187657133454962,2.2360679497326954,2.2360680052668847,-2.3915358938607163,-2.3915358938607123,-0.00088908253781028179,0.00088908250268104894,7.2767780777115876e-06,7.276778077733453e-06,-1.0936465898473899e-17,1.0936889414947526e-17,5463,0,validated_outer_limit_outward: trajectory box reached the outer study limit; this is not an escape proof
53,3,r,0,0.79125348897841952,0.79125348897842052,-0.73125000000000018,-0.73124999999999973,1,0,1,0,1,validated_outer_limit_outward,validated_negative_half_crossing,0,0,1.6413053961720259,1.6413053963895572,1.6413053961720259,1.6413053963895572,0.79419948543184171,0.79419948543405516,0.010692498854157972,0.010692498859897578,-0.0055425597764181744,-0.0055425597692313026,-0.0055425597764181744,-0.0055425597692313026,0.89117870566561552,0.89117870566685731,-2.3915358938607163,-2.3915358938607123,-1.0694778396214133e-11,1.0694112262399358e-11,7.2767780777115876e-06,7.276778077733453e-06,-1.0936889414947526e-17,1.0937312931421153e-17,5343,0,validated_negative_half_crossing: trajectory box reached the outer study limit; this is not an escape proof
53,3,r,0,0.79125348897841952,0.79125348897842052,-0.73125000000000018,-0.73124999999999973,1,0,1,0,1,validated_outer_limit_outward,validated_outer_limit_outward,1,-1,4.4500488531566038,4.4500488537426151,4.4500488531566038,4.4500488537426151,3.4691429866789556,3.4691432081018045,2.285440712552739,2.2854420684441994,-5.1502878521815276,-5.150286771233743,66.182913018172499,66.182921030303646,2.2360679531489658,2.2360680018506143,-2.3915358938607163,-2.3915358938607123,-0.00077776107423233043,0.0007777610439916316,7.2767780777115876e-06,7.276778077733453e-06,-1.0936889414947526e-17,1.0937312931421153e-17,5343,0,validated_outer_limit_outward: trajectory box reached the outer study limit; this is not an escape proof
53,4,r,0,0.79125348897841952,0.79125348897842052,-0.67500000000000027,-0.67499999999999982,1,0,1,0,1,validated_outer_limit_outward,validated_negative_half_crossing,0,0,1.5905461521080295,1.5905461523072144,1.5905461521080295,1.5905461523072144,0.79436941612171486,0.79436941612381673,0.011234172090322769,0.011234172095746496,-0.0056974202878659489,-0.0056974202810626713,-0.0056974202878659489,-0.0056974202810626713,0.8912740409782588,0.89127404097943785,-2.3915358938607163,-2.3915358938607123,-1.0152989560197057e-11,1.0152323426382281e-11,7.2767780777115876e-06,7.276778077733453e-06,-1.0936889414947526e-17,1.0936889414947526e-17,5244,0,validated_negative_half_crossing: trajectory box reached the outer study limit; this is not an escape proof
53,4,r,0,0.79125348897841952,0.79125348897842052,-0.67500000000000027,-0.67499999999999982,1,0,1,0,1,validated_outer_limit_outward,validated_outer_limit_outward,1,-1,4.3675700896011174,4.3675700901340688,4.3675700896011174,4.3675700901340688,3.4689095647683583,3.4689097693595121,2.285107738404939,2.285108979392279,-5.1499724529294379,-5.1499714607396401,66.178748158332155,66.178755465939318,2.2360679554460998,2.2360679995534798,-2.3915358938607163,-2.3915358938607123,-0.00070802049594931304,0.0007080204632643472,7.2767780777115876e-06,7.276778077733453e-06,-1.0936889414947526e-17,1.0936889414947526e-17,5244,0,validated_outer_limit_outward: trajectory box reached the outer study limit; this is not an escape proof
